id,sentence,ambiguity_label,actor_text,actor_start,actor_end
1789,The friendly manager answered quickly.,ambiguous,manager,13,20
1790,The writer forgot her schedule.,unambiguous,writer,4,10
1791,"At noon, the pilot paused for a moment.",ambiguous,pilot,13,18
1792,A developer opened the door.,ambiguous,developer,2,11
1793,The editor said she will join the meeting.,unambiguous,editor,4,10
1794,"Before the meeting, the accountant checked her badge.",unambiguous,accountant,24,34
1795,The pharmacist will call later.,ambiguous,pharmacist,4,14
1796,The local landlady made a decision.,unambiguous,landlady,10,18
1797,The assistant sat down last week.,ambiguous,assistant,4,13
1798,"The chairman, who was ready, spoke clearly.",unambiguous,chairman,4,12
1799,The veterinarian said she was confident.,unambiguous,veterinarian,4,16
1800,The artist said he was confident.,unambiguous,artist,4,10
1801,"Yesterday, the landlord smiled politely.",unambiguous,landlord,15,23
1802,A doctor made a decision.,ambiguous,doctor,2,8
1803,"After preparing the report, the director said he was tired.",unambiguous,director,32,40
1804,My researcher said she was prepared.,unambiguous,researcher,3,13
1805,"Because the librarian was tired, the librarian prepared carefully.",ambiguous,librarian,12,21
1806,The pilot introduced herself politely.,unambiguous,pilot,4,9
1807,"Because the photographer was busy, the photographer left early.",ambiguous,photographer,12,24
1808,"During the event, the dentist paused for a moment.",ambiguous,dentist,22,29
1809,"The journalist, who was late, entered the room.",ambiguous,journalist,4,14
1810,The instructor spoke clearly on Monday.,ambiguous,instructor,4,14
1811,"The waitress, who was late, entered the room.",unambiguous,waitress,4,12
1812,The scientist said he will arrive soon.,unambiguous,scientist,4,13
1813,"After reviewing the notes, the mechanic sent an email.",ambiguous,mechanic,31,39
1814,The nurse gave a lecture on Monday.,ambiguous,nurse,4,9
1815,"Because the pharmacist was confident, the pharmacist explained the issue.",ambiguous,pharmacist,12,22
1816,"The veterinarian walked in quietly, and she seemed late.",unambiguous,veterinarian,4,16
1817,Your manager opened the door.,ambiguous,manager,5,12
1818,"During the event, the librarian checked the schedule.",ambiguous,librarian,22,31
1819,"The steward, who was worried, left early.",unambiguous,steward,4,11
1820,"This morning, the fireman entered the room.",unambiguous,fireman,18,25
1821,The journalist smiled politely.,ambiguous,journalist,4,14
1822,The manager introduced himself politely.,unambiguous,manager,4,11
1823,"After lunch, the manager waited outside.",ambiguous,manager,17,24
1824,"After reviewing the notes, the surgeon said he was confident.",unambiguous,surgeon,31,38
1825,The accountant said she was available.,unambiguous,accountant,4,14
1826,"After answering questions, the assistant said she was confident.",unambiguous,assistant,31,40
1827,"In the afternoon, the nurse walked in quietly.",ambiguous,nurse,22,27
1828,The coach said he will finish the report.,unambiguous,coach,4,9
1829,The older steward stood near the window.,unambiguous,steward,10,17
1830,The artist walked in quietly.,ambiguous,artist,4,10
1831,"The actor, who was worried, stood near the window.",unambiguous,actor,4,9
1832,The surgeon made a decision on Monday.,ambiguous,surgeon,4,11
1833,"Near the end of the day, the duke sat down.",unambiguous,duke,29,33
1834,"The scientist answered quickly, and he seemed available.",unambiguous,scientist,4,13
1835,The quiet driver started the meeting.,ambiguous,driver,10,16
1836,The manager will arrive soon.,ambiguous,manager,4,11
1837,The scientist said she will arrive soon.,unambiguous,scientist,4,13
1838,"Near the end of the day, the designer explained the issue.",ambiguous,designer,29,37
1839,The experienced architect started the meeting.,ambiguous,architect,16,25
1840,The principal introduced herself politely.,unambiguous,principal,4,13
1841,"The director, who was available, stood near the window.",ambiguous,director,4,12
1842,The therapist entered the room.,ambiguous,therapist,4,13
1843,The firewoman spoke clearly.,unambiguous,firewoman,4,13
1844,"After answering questions, the engineer said she was late.",unambiguous,engineer,31,39
1845,The director forgot his laptop.,unambiguous,director,4,12
1846,The coach forgot her notebook.,unambiguous,coach,4,9
1847,The therapist opened the door during the event.,ambiguous,therapist,4,13
1848,The congresswoman made a decision.,unambiguous,congresswoman,4,17
1849,"Last week, the emperor joined the call.",unambiguous,emperor,15,22
1850,Your journalist paused for a moment.,ambiguous,journalist,5,15
1851,A photographer paused for a moment.,ambiguous,photographer,2,14
1852,The surgeon arrived.,ambiguous,surgeon,4,11
1853,The young instructor called yesterday.,ambiguous,instructor,10,20
1854,The driver said he will join the meeting.,unambiguous,driver,4,10
1855,"Before the meeting, the coach checked his schedule.",unambiguous,coach,24,29
1856,"Near the end of the day, the steward explained the issue.",unambiguous,steward,29,36
1857,The local princess asked a question.,unambiguous,princess,10,18
1858,The lawyer entered the room.,ambiguous,lawyer,4,10
1859,The architect entered the room.,ambiguous,architect,4,13
1860,The mechanic forgot his coat.,unambiguous,mechanic,4,12
1861,The musician forgot his phone.,unambiguous,musician,4,12
1862,A coach explained the issue.,ambiguous,coach,2,7
1863,Our accountant said she was confident.,unambiguous,accountant,4,14
1864,The junior designer opened the door.,ambiguous,designer,11,19
1865,Your director entered the room.,ambiguous,director,5,13
1866,"During the event, the director joined the call.",ambiguous,director,22,30
1867,The private surgeon left early.,ambiguous,surgeon,12,19
1868,The waiter answered quickly.,unambiguous,waiter,4,10
1869,The surgeon prepared carefully.,ambiguous,surgeon,4,11
1870,"The designer, who said she was late, called yesterday.",unambiguous,designer,4,12
1871,The driver sent an email.,ambiguous,driver,4,10
1872,The accountant forgot his notebook.,unambiguous,accountant,4,14
1873,The junior lawyer said he would return later.,unambiguous,lawyer,11,17
1874,"After preparing the report, the editor gave a lecture.",ambiguous,editor,32,38
1875,"Because the designer was ready, the designer sat down.",ambiguous,designer,12,20
1876,"The analyst, who was confident, explained the issue.",ambiguous,analyst,4,11
1877,My receptionist said she was ready.,unambiguous,receptionist,3,15
1878,The older photographer said he would return later.,unambiguous,photographer,10,22
1879,The older researcher said she would return later.,unambiguous,researcher,10,20
1880,The junior veterinarian opened the door.,ambiguous,veterinarian,11,23
1881,The translator checked the schedule.,ambiguous,translator,4,14
1882,My accountant made a decision.,ambiguous,accountant,3,13
1883,The developer will call later.,ambiguous,developer,4,13
1884,"The manager, who said he was ready, gave a short update.",unambiguous,manager,4,11
1885,The quiet analyst spoke clearly.,ambiguous,analyst,10,17
1886,"After reading the email, the nurse started the meeting.",ambiguous,nurse,29,34
1887,"The coach waited outside, and she seemed worried.",unambiguous,coach,4,9
1888,Their scientist checked the schedule.,ambiguous,scientist,6,15
1889,The surgeon will finish the report.,ambiguous,surgeon,4,11
1890,A nurse checked the schedule.,ambiguous,nurse,2,7
1891,"During the event, the designer made a decision.",ambiguous,designer,22,30
1892,The counselor introduced herself politely.,unambiguous,counselor,4,13
1893,"Before the meeting, the analyst checked her wallet.",unambiguous,analyst,24,31
1894,My researcher said he was available.,unambiguous,researcher,3,13
1895,"Because the manager was focused, the manager sat down.",ambiguous,manager,12,19
1896,"After joining the call, the emperor opened the door.",unambiguous,emperor,28,35
1897,The photographer said he will call later.,unambiguous,photographer,4,16
1898,The visiting architect paused for a moment.,ambiguous,architect,13,22
1899,"The pharmacist returned later, and she seemed confident.",unambiguous,pharmacist,4,14
1900,The journalist finished the report near the end of the day.,ambiguous,journalist,4,14
1901,"The analyst started the meeting, and he seemed worried.",unambiguous,analyst,4,11
1902,The waitress returned later.,unambiguous,waitress,4,12
1903,"Near the end of the day, the therapist answered quickly.",ambiguous,therapist,29,38
1904,"The supervisor, who was prepared, called yesterday.",ambiguous,supervisor,4,14
1905,"This morning, the translator explained the issue.",ambiguous,translator,18,28
1906,The instructor sat down after lunch.,ambiguous,instructor,4,14
1907,The spokeswoman returned later.,unambiguous,spokeswoman,4,15
1908,The journalist said he will finish the report.,unambiguous,journalist,4,14
1909,The writer said she will speak tomorrow.,unambiguous,writer,4,10
1910,The translator will join the meeting.,ambiguous,translator,4,14
1911,"The emperor, who was calm, checked the schedule.",unambiguous,emperor,4,11
1912,The translator stood near the window before the meeting.,ambiguous,translator,4,14
1913,The consultant said he was busy.,unambiguous,consultant,4,14
1914,The researcher paused for a moment.,ambiguous,researcher,4,14
1915,"The analyst, who was ready, worked late.",ambiguous,analyst,4,11
1916,"After closing the office, the professor sat down.",ambiguous,professor,30,39
1917,The librarian forgot her keys.,unambiguous,librarian,4,13
1918,The instructor left early last week.,ambiguous,instructor,4,14
1919,My receptionist worked late.,ambiguous,receptionist,3,15
1920,"The writer, who said he was late, joined the call.",unambiguous,writer,4,10
1921,"The landlady, who was busy, finished the report.",unambiguous,landlady,4,12
1922,"After preparing the report, the veterinarian spoke clearly.",ambiguous,veterinarian,32,44
1923,The scientist explained the issue.,ambiguous,scientist,4,13
1924,The nurse worked late yesterday.,ambiguous,nurse,4,9
1925,"The driver, who was calm, finished the report.",ambiguous,driver,4,10
1926,The journalist worked late in the afternoon.,ambiguous,journalist,4,14
1927,Their journalist said she was available.,unambiguous,journalist,6,16
1928,The queen walked in quietly.,unambiguous,queen,4,9
1929,The consultant explained the issue on Monday.,ambiguous,consultant,4,14
1930,My instructor said she was confident.,unambiguous,instructor,3,13
1931,"After finishing work, the firewoman paused for a moment.",unambiguous,firewoman,26,35
1932,"The dentist smiled politely, and she seemed prepared.",unambiguous,dentist,4,11
1933,"The king, who was busy, waited outside.",unambiguous,king,4,8
1934,The assistant said he will call later.,unambiguous,assistant,4,13
1935,"Last week, the landlord started the meeting.",unambiguous,landlord,15,23
1936,"After joining the call, the musician finished the report.",ambiguous,musician,28,36
1937,The counselor spoke clearly.,ambiguous,counselor,4,13
1938,"After closing the office, the duchess asked a question.",unambiguous,duchess,30,37
1939,Our photographer said she was tired.,unambiguous,photographer,4,16
1940,"Before the meeting, the mechanic started the meeting.",ambiguous,mechanic,24,32
1941,The tired developer gave a short update.,ambiguous,developer,10,19
1942,"After checking the schedule, the hostess smiled politely.",unambiguous,hostess,33,40
1943,"Yesterday, the firewoman paused for a moment.",unambiguous,firewoman,15,24
1944,"Before the meeting, the researcher checked his notes.",unambiguous,researcher,24,34
1945,The engineer will call later.,ambiguous,engineer,4,12
1946,The therapist said she was worried.,unambiguous,therapist,4,13
1947,"After closing the office, the nurse gave a short update.",ambiguous,nurse,30,35
1948,A coach joined the call.,ambiguous,coach,2,7
1949,The host arrived.,unambiguous,host,4,8
1950,The instructor forgot her keys.,unambiguous,instructor,4,14
1951,The mechanic will finish the report.,ambiguous,mechanic,4,12
1952,"The king, who was worried, prepared carefully.",unambiguous,king,4,8
1953,The architect made a decision near the end of the day.,ambiguous,architect,4,13
1954,"After joining the call, the fireman walked in quietly.",unambiguous,fireman,28,35
1955,My principal said she was prepared.,unambiguous,principal,3,12
1956,The consultant said he was confident.,unambiguous,consultant,4,14
1957,"After reviewing the notes, the pharmacist worked late.",ambiguous,pharmacist,31,41
1958,The architect forgot her notebook.,unambiguous,architect,4,13
1959,The senior receptionist started the meeting.,ambiguous,receptionist,11,23
1960,The dentist introduced herself politely.,unambiguous,dentist,4,11
1961,The artist started the meeting yesterday.,ambiguous,artist,4,10
1962,"Because the assistant was available, the assistant smiled politely.",ambiguous,assistant,12,21
1963,The young photographer said he would return later.,unambiguous,photographer,10,22
1964,"Because the scientist was prepared, the scientist stood near the window.",ambiguous,scientist,12,21
1965,The quiet congresswoman prepared carefully.,unambiguous,congresswoman,10,23
1966,"The manager, who said she was tired, opened the door.",unambiguous,manager,4,11
1967,Your photographer joined the call.,ambiguous,photographer,5,17
1968,"At noon, the manager opened the door.",ambiguous,manager,13,20
1969,"After lunch, the chef smiled politely.",ambiguous,chef,17,21
1970,The veterinarian will finish the report.,ambiguous,veterinarian,4,16
1971,"The king, who was available, finished the report.",unambiguous,king,4,8
1972,The journalist forgot her wallet.,unambiguous,journalist,4,14
1973,"At noon, the assistant gave a lecture.",ambiguous,assistant,13,22
1974,Your coach walked in quietly.,ambiguous,coach,5,10
1975,The editor said he will call later.,unambiguous,editor,4,10
1976,The new manager explained the issue.,ambiguous,manager,8,15
1977,"Because the consultant was prepared, the consultant prepared carefully.",ambiguous,consultant,12,22
1978,The empress opened the door.,unambiguous,empress,4,11
1979,The architect forgot her keys.,unambiguous,architect,4,13
1980,A analyst left early.,ambiguous,analyst,2,9
1981,A manager started the meeting.,ambiguous,manager,2,9
1982,"After reading the email, the waitress spoke clearly.",unambiguous,waitress,29,37
1983,The designer said he was calm.,unambiguous,designer,4,12
1984,The veterinarian finished the report.,ambiguous,veterinarian,4,16
1985,The young developer said she would return later.,unambiguous,developer,10,19
1986,The assistant called yesterday.,ambiguous,assistant,4,13
1987,The confident landlady paused for a moment.,unambiguous,landlady,14,22
1988,The director waited outside.,ambiguous,director,4,12
1989,"After preparing the report, the driver said he was tired.",unambiguous,driver,32,38
1990,"After reviewing the notes, the doctor said she was worried.",unambiguous,doctor,31,37
1991,"After joining the call, the professor said she was late.",unambiguous,professor,28,37
1992,"The editor waited outside, and he seemed late.",unambiguous,editor,4,10
1993,The photographer introduced himself politely.,unambiguous,photographer,4,16
1994,"After preparing the report, the assistant gave a lecture.",ambiguous,assistant,32,41
1995,The engineer called yesterday.,ambiguous,engineer,4,12
1996,"Because the accountant was tired, the accountant joined the call.",ambiguous,accountant,12,22
1997,The architect forgot his laptop.,unambiguous,architect,4,13
1998,"The director joined the call, and he seemed tired.",unambiguous,director,4,12
1999,The surgeon said she was focused.,unambiguous,surgeon,4,11
2000,"During the event, the teacher entered the room.",ambiguous,teacher,22,29
